"ApplicationID","Hired","AgeBracket","TravelPreference","HiringDepartment","DistanceFromHome","EducationLevel","EducationField","Gender","Role","Internships","StandardHours","Summary","ExtraCurriculars"
"AA10017","Yes","Under 40","Non-Travel","Research & Development","5","2","Life Sciences","Male","Research Scientist","6","80","Hi there. I am a Life Sciences major, with a passion to work in the corporate sector. I have done  in the corporate sector.  So far I have completed 6 internships, building valuable work experience.  I am a hard worker  and I am ready to start at your firm immediately.","Soccer, Football, Basketball, Soccer, Tennis, Athletics"
"AA10018","No","40 and Over","Travel_Rarely","Research & Development","4","4","Life Sciences","Male","Laboratory Technician","1","80","Recently I completed my Life Sciences education, and wish to start my career in a corporate role working for your company.  I have completed 1 internships, building valuable work experience.  I am highly motivated  and would be a good additional at your firm.","Debating"
"AA10019","No","40 and Over","Non-Travel","Research & Development","1","3","Life Sciences","Male","Laboratory Technician","0","80","Hi there. I am a Life Sciences education, and wish to start my career in a corporate role in the corporate sector.  Already I have done 0 internships, building valuable work experience.  As you can see, I am highly motivated  and would be a good additional at your firm.","Athletics"
"AA10020","No","40 and Over","Travel_Rarely","Research & Development","15","2","Life Sciences","Male","Research Scientist","1","80","Hi there. I am a Life Sciences education, and wish to start my career in a corporate role in a role in the corporate sector.  I have completed 1 internships.  I am highly motivated  and would be a good additional at your firm.","Tennis"
"AA10021","No","Under 40","Non-Travel","Research & Development","18","4","Life Sciences","Female","Manufacturing Director","1","80","Hi there. I am applying for a role after completing my Life Sciences education, and wish to start my career in a corporate role in a role in the corporate sector.  I have completed 1 internships, building valuable work experience. As you can see, I am very dedicated and would be a good additional at your firm.","Soccer"
"AA10022","No","40 and Over","Non-Travel","Research & Development","8","3","Life Sciences","Male","Research Director","9","80","Hi there. I am applying for a role after completing my Life Sciences major, with a passion to work in the corporate sector. I have done  in a corporate role.  Already I have done 9 internships, building work experience.  I am highly motivated  and I am a good match for the role.","Football"
"AA10023","No","Under 40","Travel_Rarely","Research & Development","3","3","Life Sciences","Male","Research Director","3","80","I am a Life Sciences education, and wish to start my career in a corporate role in a corporate role.  I have already done 3 internships, building valuable work experience.  I am a hard worker  and I am a good match for the role.","Tennis"
"AA10024","Yes","40 and Over","Travel_Rarely","Sales","10","3","Medical","Male","Sales Representative","1","80","Hi there. I am a Medical major, with a passion to work in the corporate sector. I have done working for you in this role.  So far I have completed 1 internships, building work experience.  I am very dedicated  and would be a good additional at your firm.","Soccer"
"AA10025","No","40 and Over","Travel_Rarely","Human Resources","18","5","Human Resources","Male","Human Resources","0","80","Hi there. I am applying for a role after completing my Human Resources education, and wish to start my career in a corporate roleworking for you in this role.  I have completed 0 internships.  I am very dedicated  and I am a good match for the role.","Tennis"
"AA10026","No","Under 40","Travel_Frequently","Sales","26","4","Life Sciences","Male","Sales Executive","2","80","Hi there. I am applying for a role after completing my Life Sciences education, and wish to start my career in a corporate role in a corporate role.  I have done 2 internships, building work experience.  As you can see, I am highly motivated  and would be a good additional at your firm.","Soccer, Debating, Hockey"
"AA10027","No","40 and Over","Travel_Rarely","Research & Development","11","4","Medical","Male","Laboratory Technician","7","80","I am a Medical major, with a passion to work in the corporate sector. I have done  in the corporate sector.  I have done 7 internships.  I am a hard worker  and I hope to hear from you soon.","Rowing"
"AA10028","No","40 and Over","Travel_Rarely","Research & Development","23","4","Medical","Male","Laboratory Technician","0","80","Recently I completed my Medical education, and wish to start my career in a corporate role in a corporate role.  I have completed 0 internships, and can provide references.  I am very dedicated  and would be a good additional at your firm.","Football"
"AA10029","No","40 and Over","Travel_Rarely","Research & Development","3","3","Engineering","Male","Research Scientist","4","80","Recently I completed my Engineering major, with a passion to work in the corporate sector. I have done working for you in this role.  I have done 4 internships, and can provide references.  As you can see, I am highly motivated  and I hope to hear from you soon.","Rowing"
"AA10030","No","40 and Over","Travel_Frequently","Sales","1","1","Engineering","Male","Sales Representative","1","80","I am a Engineering education, and wish to start my career in a corporate roleworking for you in this role.  Already I have done 1 internships, and can provide references.  As you can see, I am a hard worker  and would be a good additional at your firm.","Basketball"
"AA10031","No","40 and Over","Travel_Frequently","Human Resources","17","4","Life Sciences","Male","Human Resources","0","80","Hi there. I am applying for a role after completing my Life Sciences education, and wish to start my career in a corporate role working for your company.  I have done 0 internships.  I am highly motivated  and I hope to hear from you soon.","Tennis"
"AA10032","Yes","40 and Over","Travel_Rarely","Research & Development","5","4","Engineering","Male","Laboratory Technician","1","80","Recently I completed my Engineering major, with a passion to work in the corporate sector. I have done  in the corporate sector.  Already I have done 1 internships, and can provide references. As you can see, I am very dedicated and I am a good match for the role.","Rowing"
